gender,sr_cit,tenure,phone_y_n,internet_type,mon_chg,churn
Male,1,34,1,Fiber optic,90.15,0
Male,0,5,0,DSL,40,1
Male,1,9,1,Fiber optic,99.45,1
Male,0,9,1,DSL,69.05,0
Male,0,31,1,DSL,59.7,0
Female,0,50,1,No,19.85,0
Female,0,2,1,Fiber optic,86.25,1
Female,0,1,1,DSL,45.65,1
Male,0,8,1,Fiber optic,70.1,1
Female,0,9,0,DSL,40.75,0
Female,1,2,1,Fiber optic,70.2,1
Female,0,3,1,DSL,55.35,1
Male,0,25,1,Fiber optic,95.7,0
Male,1,1,1,DSL,46.3,0
Female,0,45,1,DSL,81.3,0
Male,1,51,1,Fiber optic,84.2,1
Female,0,55,1,No,20,0
Female,0,38,1,DSL,66.15,0
Male,0,2,1,DSL,45.85,1
Male,0,38,1,No,19.6,0
Male,0,34,1,DSL,49.8,0
Female,0,70,1,Fiber optic,101.75,0
Female,0,13,1,DSL,55.15,0
Male,0,39,1,Fiber optic,75.25,1
Female,0,61,1,Fiber optic,103.95,0
Female,0,12,1,Fiber optic,100.15,1
Male,0,41,1,Fiber optic,99.65,0
Male,0,21,1,Fiber optic,73.7,0
Male,1,55,0,DSL,50.05,0
Male,0,69,0,DSL,60.25,0
Male,1,26,1,Fiber optic,105.75,1
Female,1,69,1,Fiber optic,87.3,0
Female,1,18,0,DSL,48.35,1
Male,0,47,1,DSL,54.25,0
Female,0,72,1,DSL,85.3,0
Male,1,33,0,DSL,50,0
Female,0,2,0,DSL,24.4,1
Female,0,72,1,DSL,90.95,0
Male,1,37,1,Fiber optic,72.25,0
Female,1,62,1,Fiber optic,96.1,0
Female,0,71,1,No,19.85,0
Male,0,23,1,DSL,55.3,0
Female,0,16,1,No,20.1,0
Male,0,9,1,DSL,69.5,0
Male,0,17,1,No,25.15,0
Female,0,4,1,No,20.95,1
Female,1,1,1,DSL,49.55,1
Female,0,24,1,Fiber optic,79.65,0
Female,1,1,1,Fiber optic,71.25,0
Male,1,72,1,Fiber optic,113.8,0
Female,0,72,1,No,24.55,0
Female,0,11,1,No,19.7,0
Male,0,9,1,No,20.25,1
Female,1,2,1,DSL,50.15,1
Female,1,60,1,Fiber optic,100.5,0
Male,1,29,1,Fiber optic,95.9,1
Female,0,49,1,DSL,74.45,0
Female,1,30,1,Fiber optic,104.1,0
Female,0,53,1,No,19.05,0
Male,0,39,1,No,25,0
Female,0,9,1,No,19.05,0
Male,0,39,1,Fiber optic,81.9,0
Male,1,8,1,Fiber optic,69.7,0
Female,0,51,1,Fiber optic,90.15,0
Male,0,71,1,No,25.35,0
Male,1,71,1,No,24.65,0
Female,1,70,1,No,19.55,0
Female,1,1,0,DSL,25.25,1
Male,0,38,0,DSL,60,0
Female,0,28,1,Fiber optic,89.9,0
Female,0,32,1,No,19.4,0
Male,1,49,1,DSL,49.8,0
Female,0,37,1,No,24.1,0
Female,0,10,1,DSL,54.25,0
Male,0,67,1,Fiber optic,109.9,0
Male,0,7,0,DSL,35.5,0
Female,0,51,1,Fiber optic,87.55,0
Female,0,9,1,DSL,45.15,1
Female,0,9,1,Fiber optic,88.4,0
Male,0,4,1,DSL,50.8,0
Male,0,71,1,Fiber optic,99,0
Female,0,50,1,Fiber optic,84.4,1
Female,1,24,1,Fiber optic,96.55,0
Male,0,22,1,DSL,59.75,0
Male,0,44,1,Fiber optic,111.5,0
Female,0,33,1,No,24.25,0
Female,0,1,1,Fiber optic,75.1,1
Female,0,54,1,DSL,70.15,1
Male,0,42,1,Fiber optic,101.75,1
Female,0,1,1,DSL,45.8,1
Female,0,1,1,No,20.5,0
Male,0,30,1,DSL,70.4,0
Female,0,1,0,DSL,30.55,0
Male,0,16,1,DSL,84.9,0
Male,0,1,1,No,20.1,1
Male,0,9,0,DSL,40.65,1
Male,1,46,1,Fiber optic,101,1
Male,0,1,1,Fiber optic,69.1,1
Male,0,71,1,DSL,54.5,0
Male,0,43,1,Fiber optic,75.35,0
Male,0,50,0,DSL,44.45,0
Female,0,13,1,Fiber optic,75,1
Male,0,19,1,Fiber optic,100,1
Female,0,41,1,Fiber optic,98.05,0
Female,1,1,1,Fiber optic,71.15,1
Female,0,24,0,DSL,54.15,1
Female,0,40,1,DSL,63.9,0
Female,0,3,1,DSL,69.15,0
Female,0,37,1,DSL,64.65,0
Female,0,67,1,Fiber optic,108.75,1
Female,0,32,1,Fiber optic,98.85,0
Female,0,6,1,DSL,49.15,1
Female,0,32,1,Fiber optic,89.6,0
Female,0,59,1,Fiber optic,83.25,0
Female,0,30,1,DSL,70.25,0
Male,0,20,1,No,19.4,1
Female,0,27,1,No,24.5,0
Female,1,20,1,Fiber optic,79.15,1
Male,0,9,1,No,20.1,0
Female,0,68,1,DSL,73,0
Female,0,69,1,DSL,61.4,0
Male,0,26,1,Fiber optic,84.3,0
Male,0,69,1,No,19.9,0
Male,0,11,1,No,20.4,0
Male,0,1,1,DSL,50.75,0
Male,0,10,1,No,20.45,0
Female,0,55,1,DSL,75.75,0
Male,0,44,1,DSL,65.4,0
Male,1,46,1,Fiber optic,80.4,1
Male,0,69,1,DSL,59.75,0
Male,1,11,1,Fiber optic,78.5,0
Female,0,11,1,Fiber optic,102,1
Male,0,29,1,DSL,48.95,0
Female,0,57,1,Fiber optic,99.65,0
Male,0,28,1,No,18.25,0
Female,0,42,1,DSL,54.55,0
Female,0,2,1,No,20.65,1
Male,0,23,0,DSL,40.65,0
Female,0,18,1,No,20.45,0
Male,0,62,1,No,24.8,0
Female,0,1,1,Fiber optic,70.8,1
Male,0,16,1,Fiber optic,89.05,1
Female,0,3,1,Fiber optic,96.6,1
Male,0,67,1,DSL,88.8,0
Male,0,62,1,No,20.05,0
Female,0,57,1,Fiber optic,104.5,1
Male,0,2,1,Fiber optic,69.8,0
Female,0,23,1,DSL,77.15,0
Female,0,25,0,DSL,35.05,0
Female,1,72,1,Fiber optic,108.1,0
Female,0,2,1,Fiber optic,84.05,0
Female,0,8,1,No,20.2,0
Female,0,5,1,DSL,50.6,1
Male,0,35,0,DSL,49.2,0
Male,0,24,1,No,24.6,0
Female,0,2,1,Fiber optic,71.65,0
Male,0,72,1,Fiber optic,104.9,0
Female,0,41,1,Fiber optic,106.5,0
Male,0,4,1,DSL,49.35,1
Male,0,26,1,Fiber optic,75.5,0
Male,0,7,1,Fiber optic,94.25,1
Female,0,1,1,Fiber optic,68.95,1
Female,0,4,1,DSL,58.5,0
Male,0,48,1,DSL,78.9,0
Male,1,2,1,Fiber optic,93.85,1
Female,1,12,1,DSL,79.2,0
Male,0,60,1,Fiber optic,109.45,0
Male,0,55,1,DSL,59.2,0
Male,0,1,0,DSL,29.15,0
Male,0,1,1,No,20.05,0
Male,0,4,1,Fiber optic,76.05,1
Male,0,1,0,DSL,24.45,1
Female,0,42,1,DSL,66.5,0
Female,0,1,1,DSL,49.55,0
Male,0,7,1,Fiber optic,89.35,1
Male,0,3,1,Fiber optic,73.6,0
Female,0,72,1,DSL,82.65,0
Male,0,15,1,DSL,49,0
Male,0,4,1,Fiber optic,80.35,1
Female,0,11,1,No,25.2,0
Female,0,5,1,No,25.45,0
Female,1,1,1,DSL,55.8,1
Male,0,72,1,Fiber optic,110.9,0
Female,0,55,1,Fiber optic,77.75,0
Female,0,40,1,No,26.2,0
Female,0,57,1,No,19.9,0
Male,0,1,1,Fiber optic,79.05,1
Male,0,1,1,Fiber optic,95,1
Female,0,1,0,DSL,25.2,1
Male,1,52,1,DSL,80.85,0
Male,1,41,1,Fiber optic,98.4,1
Male,0,43,1,DSL,56.35,0
Female,0,47,1,No,19.3,0
Male,0,3,1,DSL,50.4,0
Male,1,66,1,DSL,79.4,1
Male,0,55,1,DSL,55.25,0
Male,0,29,1,No,19.1,0
Female,0,12,1,Fiber optic,84.05,0
Female,0,66,1,Fiber optic,105.2,0
Male,1,35,1,Fiber optic,101.4,1
Male,1,10,1,Fiber optic,89.8,1
Male,0,27,1,Fiber optic,75.75,0
Female,0,58,1,Fiber optic,95.3,0
Male,0,54,1,Fiber optic,109.75,1
Male,0,9,1,No,19.85,0
Male,0,2,1,No,19.3,1
Male,0,6,1,Fiber optic,69.1,0
Female,1,26,1,Fiber optic,91.25,1
Female,0,9,1,No,20.25,0
Male,0,8,1,DSL,54.75,0
Male,0,12,1,Fiber optic,81.45,0
Female,0,15,1,DSL,49.1,1
Male,0,43,1,DSL,80.2,0
Male,0,42,1,Fiber optic,100.3,0
Female,0,31,1,DSL,65.25,1
Female,0,66,1,Fiber optic,90.95,0
Female,1,18,1,Fiber optic,85.45,1
Male,0,1,1,No,20,0
Male,0,61,1,Fiber optic,94.1,1
Male,0,10,1,Fiber optic,79.85,0
Male,1,1,1,Fiber optic,71.65,1
Female,1,18,1,Fiber optic,73.55,0
Male,0,24,1,Fiber optic,104.65,1
Female,0,3,1,No,19.3,0
Male,0,50,1,No,20.15,0
Male,0,1,1,DSL,44.55,0
Male,0,2,1,DSL,54.45,0
Male,0,17,1,No,19.65,0
Male,0,69,1,Fiber optic,105,0
Male,0,72,1,DSL,88.7,0
Female,0,3,1,Fiber optic,74.25,1
Male,1,50,1,DSL,75.15,0
Female,0,53,1,No,20.25,0
Female,0,58,1,Fiber optic,109.1,0
Male,0,46,0,DSL,30.75,0
Male,1,72,1,Fiber optic,112.9,0
Female,1,1,1,Fiber optic,74.2,1
Female,0,6,1,Fiber optic,94.05,0
Male,0,72,1,DSL,78.85,0
Male,0,4,1,DSL,55.3,0
Female,0,52,1,No,19.35,0
Male,0,0,1,No,25.35,0
Female,0,2,1,No,20.45,0
Female,0,65,1,No,19.35,0
Male,1,43,1,Fiber optic,101,1
Male,0,4,1,Fiber optic,100.2,1
Male,1,25,1,Fiber optic,89.05,1
Female,0,51,1,DSL,78.65,0
Male,0,12,1,DSL,74.75,0
Female,0,57,1,DSL,70.1,1
Female,0,24,1,No,19.9,0
Female,0,64,1,DSL,58.35,0
Female,0,4,1,Fiber optic,105.65,1
Female,0,26,1,Fiber optic,100.5,0
Female,0,15,1,No,20.05,0
Male,1,64,1,No,25.65,0
Male,1,36,1,Fiber optic,96.5,1
Female,0,27,1,Fiber optic,95,0
Male,1,1,1,Fiber optic,70.85,1
Female,0,35,1,DSL,85.95,1
Male,0,4,1,Fiber optic,73.9,1
Female,0,8,1,DSL,45.45,0
Male,0,10,1,No,20,0
Female,0,2,1,DSL,49.2,0
Female,0,58,1,Fiber optic,109.45,1
Male,0,51,1,DSL,83.25,0
Female,0,46,1,No,19.25,0
Male,0,1,1,No,19.65,0
Male,0,46,1,Fiber optic,72.8,0
Female,0,50,1,Fiber optic,109.65,0
Male,0,53,1,DSL,65,0
Male,0,61,1,Fiber optic,114.1,0
Male,0,5,1,No,20.65,0
Male,0,47,1,DSL,86.95,0
Female,0,54,1,Fiber optic,94.75,0
Male,0,19,0,DSL,25.35,0
Female,0,26,1,Fiber optic,105.45,0
Male,0,70,1,No,25.4,0
Male,0,17,1,Fiber optic,102.55,0
Female,0,30,1,Fiber optic,100.2,1
Female,0,1,1,No,24,0
Female,0,19,1,No,25.6,0
Female,0,26,1,DSL,73.5,0
Female,0,21,1,Fiber optic,74.05,1
Male,0,50,1,Fiber optic,98.25,0
Female,0,68,0,DSL,54.4,0
Male,0,3,1,Fiber optic,101.55,1
Male,0,9,1,Fiber optic,103.1,0
Female,0,51,0,DSL,34.2,0
Female,0,9,1,DSL,43.75,0
Male,1,41,1,Fiber optic,111.95,1
Male,0,22,1,Fiber optic,100.65,0
Female,0,21,0,DSL,55.95,1
Male,0,71,1,Fiber optic,116.05,0
Male,0,1,1,DSL,45.75,1
Male,0,26,1,DSL,82,0
Male,0,71,1,DSL,65.15,0
Male,0,4,1,DSL,44.8,0
Female,0,12,1,Fiber optic,79.8,0
Female,0,18,1,Fiber optic,88.85,0
Female,0,3,1,Fiber optic,74.95,0
Female,1,72,1,Fiber optic,106.85,0
Male,0,11,1,Fiber optic,74.95,1
Female,0,1,1,Fiber optic,80.15,1
Male,0,13,1,No,19.3,0
Female,0,72,1,Fiber optic,109.25,1
Male,0,42,1,DSL,56.1,0
Female,0,17,1,No,19.7,0
Female,1,7,1,DSL,51.3,0
Female,0,68,1,Fiber optic,118.6,0
Male,0,56,1,No,24.15,0
Female,0,38,1,No,20.3,0
Female,0,72,1,Fiber optic,115.5,0
Female,0,48,1,No,25.05,0
Female,1,52,1,Fiber optic,109.1,0
Female,0,35,1,No,19.65,0
Male,0,67,1,Fiber optic,111.3,0
Female,0,1,0,DSL,29.9,0
Male,0,53,1,Fiber optic,80.6,0
Male,0,34,1,No,20.8,0
Female,0,3,0,DSL,35.2,1
Female,0,1,1,Fiber optic,78.8,1
Male,0,19,1,Fiber optic,89.95,0
Female,1,60,1,Fiber optic,116.05,0
Male,0,11,1,No,19.55,0
Female,0,47,1,Fiber optic,106.4,1
Male,0,18,1,DSL,49.4,1
Female,0,60,1,Fiber optic,115.25,0
Male,0,72,1,No,24.8,0
Male,0,39,1,No,19.9,0
Female,0,59,1,Fiber optic,81.25,0
Male,0,2,1,Fiber optic,69.95,0
Male,1,1,1,Fiber optic,69.1,1
Male,0,20,1,Fiber optic,90.2,1
Female,0,6,1,Fiber optic,93.55,1
Male,0,71,1,Fiber optic,86.4,0
Female,0,24,1,DSL,66.3,0
Male,1,67,1,Fiber optic,94.65,0
Male,0,1,1,Fiber optic,80.85,1
Female,0,48,1,Fiber optic,82.05,1
Female,0,37,1,DSL,72.1,0
Male,0,11,0,DSL,34.7,0
Male,0,3,1,No,20.55,1
Female,0,18,1,Fiber optic,95.95,0
Male,0,50,1,DSL,44.8,0
Female,0,67,1,Fiber optic,109.4,0
Female,0,25,1,DSL,71.05,0
Female,1,2,1,Fiber optic,78.55,1
Male,0,9,1,No,19.7,0
Female,0,10,0,DSL,40.25,0
Female,0,70,1,No,19.85,0
Male,0,9,1,DSL,68.25,0
Female,0,4,1,No,20.15,0
Female,0,2,1,DSL,50.95,0
Female,0,1,1,Fiber optic,78.65,1
Male,0,19,0,DSL,25.15,0
Male,0,7,1,No,20.25,0
Male,0,1,1,DSL,42.9,1
Male,1,1,1,DSL,44,0
Female,0,9,1,No,20.25,0
Female,0,3,0,DSL,34.25,1
Female,0,9,0,DSL,58.5,1
Female,0,5,1,DSL,55.8,0
Female,0,56,1,Fiber optic,88.9,0
Female,0,18,1,DSL,57.65,0
Male,1,49,1,Fiber optic,96.2,1
Male,0,70,1,DSL,79.15,0
Female,0,72,1,Fiber optic,108.05,0
Female,1,6,1,Fiber optic,74.4,1
Male,1,17,1,Fiber optic,94.8,0
Male,0,29,0,DSL,45.9,0
Female,0,6,1,Fiber optic,105.3,1
Male,0,63,1,Fiber optic,102.6,0
Male,0,16,1,Fiber optic,73.85,1
Male,0,59,1,DSL,61.35,0
Female,0,3,1,DSL,57.55,0
Female,0,8,0,DSL,29.25,0
Female,1,7,1,Fiber optic,84.55,1
Female,0,68,1,No,19.6,0
Female,0,68,1,Fiber optic,111.75,0
Female,1,52,1,Fiber optic,106.5,0
Male,0,72,1,Fiber optic,107.7,0
Female,0,32,1,No,19.3,0
Female,0,72,1,No,20.05,0
Male,0,1,1,Fiber optic,69.95,0
Male,0,42,1,DSL,63.7,0
Female,0,25,1,No,24.75,1
Male,0,45,1,DSL,50.9,0
Female,0,43,0,DSL,60.4,0
Male,0,37,1,DSL,79.25,0
Female,1,20,1,Fiber optic,85.8,1
Female,0,4,0,DSL,24.45,1
Male,0,63,1,Fiber optic,110.1,0
Male,0,3,1,Fiber optic,90.7,0
Male,0,66,1,No,25.3,0
Male,0,28,1,Fiber optic,105.7,1
Female,1,8,1,Fiber optic,85.2,0
Male,0,71,1,No,24.35,0
Male,0,1,0,DSL,24.25,1
Female,0,72,1,No,25.1,0
Male,1,16,1,DSL,54.55,0
Male,0,66,1,Fiber optic,96.6,0
Female,0,11,1,Fiber optic,76.5,1
Male,0,51,1,DSL,81.15,0
Female,0,8,0,DSL,38.5,0
Male,0,14,1,Fiber optic,92.9,0
Female,0,4,1,Fiber optic,93.5,1
Female,0,70,1,DSL,84.7,0
Female,0,70,1,DSL,66,0
Female,1,54,1,Fiber optic,101.5,1
Male,0,28,1,Fiber optic,74.9,1
Male,0,24,1,No,20.75,0
Female,0,69,1,DSL,61.45,0
Male,0,42,1,DSL,54.5,0
Female,1,2,1,Fiber optic,69.6,1
Female,1,39,1,Fiber optic,99.75,0
Male,0,45,1,Fiber optic,109.75,0
Male,0,72,1,DSL,80.85,0
Female,0,38,1,No,20.3,0
Male,0,72,1,DSL,67.8,0
Male,0,1,1,No,24.05,1
Male,0,72,1,No,19.8,0
Male,0,55,1,No,25.7,0
Female,0,51,0,DSL,56.15,0
Male,0,63,1,DSL,86.7,0
Female,0,1,1,No,20.4,0
Female,0,23,1,No,19.65,0
Female,0,1,1,DSL,50.55,1
Female,0,2,1,DSL,54.35,0
Female,1,52,1,Fiber optic,108.1,0
Female,0,36,1,DSL,54.45,0
Female,0,1,1,DSL,45.35,0
Female,0,28,1,DSL,59,0
Female,0,7,1,DSL,69.45,0
Male,0,14,1,Fiber optic,100.55,1
Male,1,72,0,DSL,64.95,0
Female,0,1,1,No,20.5,1
Female,0,10,1,No,18.85,0
Male,0,42,1,No,19.8,0
Female,0,7,0,DSL,25.05,0
Male,0,4,1,Fiber optic,74.8,1
Male,0,72,1,Fiber optic,114.3,0
Female,0,20,0,DSL,24.45,1
Male,0,63,1,Fiber optic,109.2,0
Female,0,56,0,DSL,45.05,0
Female,0,5,1,DSL,51,0
Female,0,72,1,Fiber optic,110.45,0
Male,1,68,1,Fiber optic,84.65,0
Male,0,67,1,DSL,60.05,0
Male,0,8,1,DSL,44.65,0
Male,0,52,1,Fiber optic,93.25,0
Female,0,18,1,No,20.25,0
Female,0,59,1,No,25.45,0
Female,0,60,1,No,20.6,0
Male,0,7,1,Fiber optic,94.1,0
Male,0,59,0,DSL,34.8,0
Male,0,46,0,DSL,60.75,0
Male,0,5,1,DSL,51.35,0
Male,1,59,0,DSL,64.05,0
Female,0,70,1,DSL,84.8,0
Female,0,14,1,Fiber optic,71,1
Female,0,44,1,DSL,50.15,0
Female,0,64,1,Fiber optic,94.6,0
Female,0,58,0,DSL,59.75,0
Female,1,46,1,Fiber optic,100.25,0
Male,1,58,1,Fiber optic,98.9,0
Female,0,72,1,Fiber optic,97.7,0
Female,1,30,0,DSL,40.3,1
Male,1,11,1,DSL,60.25,0
Female,1,34,0,DSL,56.25,0
Male,0,54,0,DSL,46.2,0
Female,0,3,0,DSL,50.6,1
Female,0,72,1,No,24.9,0
Female,0,40,1,Fiber optic,84.85,1
Female,0,2,1,DSL,65.7,1
Male,0,54,1,DSL,63.35,0
Female,0,14,1,DSL,50.1,0
Female,0,1,1,Fiber optic,70.5,1
Female,0,10,1,Fiber optic,94.85,1
Female,0,1,1,DSL,50.15,0
Male,0,1,1,No,19.75,1
Male,0,56,1,DSL,64.65,0
Female,0,68,1,DSL,79.6,0
Female,0,14,1,No,19.5,0
Male,0,68,1,Fiber optic,99.55,0
Male,1,55,1,Fiber optic,74,0
Female,0,16,0,DSL,38.9,0
Male,1,9,1,Fiber optic,79.55,0
Male,0,14,1,DSL,65.45,1
Male,1,58,1,Fiber optic,98.7,1
Male,0,53,0,DSL,46.3,0
Male,0,70,1,Fiber optic,99.35,0
Female,1,14,1,Fiber optic,95.8,0
Male,0,22,1,DSL,67.5,1
Female,0,10,1,Fiber optic,78.15,0
Female,0,29,1,No,26.1,0
Female,0,1,1,Fiber optic,69.6,1
Male,0,49,1,DSL,84.35,1
Female,1,68,1,Fiber optic,100.2,1
Female,0,1,1,Fiber optic,78.05,1
Female,0,30,0,DSL,40.35,0
Female,0,72,1,DSL,79.2,0
Female,0,10,1,No,20.9,0
Male,0,7,1,Fiber optic,73.6,1
Female,0,9,1,Fiber optic,74.75,1
Female,0,1,1,DSL,49.9,0
Female,0,20,1,DSL,68.9,0
Female,0,1,1,No,20.25,0
Female,0,29,1,Fiber optic,76,0
Male,0,1,1,Fiber optic,74,0
Male,0,3,1,Fiber optic,82.3,0
Female,0,20,1,Fiber optic,89.4,0
Male,0,64,1,Fiber optic,99.15,0
Male,0,1,1,No,20.2,1
Female,0,6,0,DSL,29.45,0
Male,0,50,1,No,19.8,0
Male,0,6,1,DSL,59.15,0
Male,0,7,1,DSL,44.75,0
Male,0,72,1,Fiber optic,90.8,0
Male,0,8,1,DSL,49.55,0
Female,0,67,1,Fiber optic,106.7,0
Female,1,24,1,Fiber optic,93.55,1
Female,0,72,1,Fiber optic,94.45,0
Male,0,33,1,No,19.45,0
Male,0,2,0,DSL,25.05,1
Male,0,70,1,DSL,67.95,0
Female,0,22,1,DSL,65.25,0
Female,0,59,1,Fiber optic,99.45,0
Male,0,36,1,No,20.35,0
Female,0,51,1,No,19.95,0
Male,0,53,1,DSL,77.4,0
Female,0,20,1,No,19.7,0
Male,0,63,1,Fiber optic,99.7,0
Female,0,40,1,Fiber optic,74.8,0
Male,0,35,1,No,19.15,0
Male,0,26,1,Fiber optic,78.95,0
Male,1,27,1,Fiber optic,95.55,1
Male,0,53,1,DSL,62.85,0
Male,1,34,1,Fiber optic,71.55,0
Female,1,19,1,Fiber optic,94.95,0
Male,0,43,1,Fiber optic,86.1,0
Male,0,6,1,No,19.55,0
Male,0,56,1,No,24.8,0
Male,0,57,0,DSL,39.3,1
Male,0,34,1,Fiber optic,84.05,0
Female,0,10,0,DSL,36.25,0
Female,0,1,1,No,20.25,1
Female,0,13,0,DSL,23.9,1
Male,0,56,1,Fiber optic,98.6,0
Female,0,55,1,Fiber optic,103.65,0
Female,0,36,1,DSL,92.9,0
Male,0,47,1,No,19.9,0
Female,0,12,1,No,20.1,0
Female,0,1,1,Fiber optic,85.45,1
Male,1,24,1,Fiber optic,80.5,0
Female,0,63,1,Fiber optic,99.9,1
Female,1,35,0,DSL,39.85,0
Female,0,67,1,DSL,60.5,0
Male,0,25,1,Fiber optic,84.8,1
Male,0,21,1,Fiber optic,103.85,0
Female,0,13,1,DSL,67.8,0
Male,0,35,1,Fiber optic,75.2,1
Male,1,71,1,No,24.85,0
Female,0,29,1,No,19.35,0
Male,0,71,0,DSL,49.35,1
Male,1,7,1,Fiber optic,89,0
Female,1,57,0,DSL,55,0
Male,0,65,1,DSL,76.15,0
Male,0,27,1,No,20.3,0
Male,0,6,1,Fiber optic,74.9,1
Female,1,72,1,Fiber optic,117.35,0
Male,0,1,1,No,19.75,0
Male,0,11,1,DSL,45.2,0
Male,0,39,1,No,25.2,0
Female,1,59,1,Fiber optic,89.75,0
Male,0,26,1,DSL,75,0
Male,1,2,1,DSL,49.95,0
Female,0,72,0,DSL,65.7,0
Male,0,65,1,DSL,67.05,0
Male,0,72,1,Fiber optic,110.9,0
Male,0,6,1,Fiber optic,87.95,0
Male,1,32,1,No,19.8,0
Female,0,50,1,DSL,75.7,0
Male,0,61,0,DSL,62.15,0
Female,0,15,1,Fiber optic,101.25,1
Male,0,72,1,Fiber optic,115.15,0
Male,0,9,1,No,18.95,1
Female,0,1,1,No,19.5,0
Female,0,12,1,Fiber optic,86.55,0
Female,0,37,0,DSL,28.6,1
Male,0,61,1,No,20.4,0
Male,0,18,1,No,19.8,0
Male,0,21,1,DSL,45.65,0
Male,0,68,0,DSL,56.4,0
Male,1,12,1,Fiber optic,73.3,0
Female,1,2,0,DSL,24.35,1
Female,0,62,1,Fiber optic,101.35,0
Female,1,29,1,Fiber optic,98.65,1
Male,0,1,0,DSL,33.6,0
Male,1,5,1,Fiber optic,79.9,1
Female,0,1,1,No,20.7,0
Male,0,62,1,Fiber optic,104.05,0
Female,0,36,1,No,20.25,0
Female,1,28,1,Fiber optic,103.3,1
Female,0,69,1,DSL,73.7,0
Female,0,11,1,Fiber optic,96.2,1
Female,0,63,1,Fiber optic,108.75,0
Male,0,23,1,No,20.15,0
Male,0,10,1,No,19.75,0
Female,0,71,1,No,25.95,0
Female,1,45,1,DSL,70.05,0
Female,0,70,1,No,24.05,0
Female,0,22,1,Fiber optic,84.75,0
Female,0,52,1,No,23.05,0
Male,0,55,1,Fiber optic,104.15,1
Female,0,65,0,DSL,59.95,0
Female,0,72,1,No,19.55,0
Male,0,10,1,No,19.6,0
Female,0,7,1,No,20.05,0
Male,1,5,1,Fiber optic,85.55,0
Female,0,24,1,DSL,78.6,0
Female,0,72,1,Fiber optic,116.8,0
Male,0,21,0,DSL,43.55,0
Male,0,69,0,DSL,60.8,0
Male,0,44,1,DSL,54.9,0
Female,1,61,1,DSL,65.2,0
Male,1,24,1,Fiber optic,102.95,1
Female,0,1,1,Fiber optic,90.6,1
Female,0,6,1,DSL,50.8,1
Male,0,4,1,Fiber optic,90.05,1
Male,0,72,1,Fiber optic,108.2,0
Male,0,72,1,DSL,92,0
Male,1,14,1,Fiber optic,75.1,0
Male,0,7,1,No,25.05,0
Female,0,48,1,Fiber optic,75.15,0
Male,0,55,1,No,19.5,0
Male,0,1,1,No,19.3,0
Male,0,45,1,Fiber optic,112.2,0
Male,0,3,1,Fiber optic,70.3,0
Female,0,71,1,No,19.6,0
Male,0,8,1,No,20.25,0
Female,0,3,1,Fiber optic,75.85,1
Male,0,69,1,DSL,80.65,0
Male,0,1,1,Fiber optic,68.5,1
Female,1,72,1,Fiber optic,115.75,0
Male,0,11,1,Fiber optic,73.5,1
Male,0,71,1,DSL,80.6,0
Female,0,1,1,Fiber optic,69.95,1
Female,0,33,0,DSL,59.55,0
Female,0,16,1,No,19.05,0
Female,1,56,1,Fiber optic,95.65,0
Female,0,1,1,No,19.95,0
Male,0,5,1,DSL,70.05,1
Male,0,57,1,No,19.4,0
Male,0,56,0,DSL,36.1,0
Male,0,8,1,Fiber optic,94,1
Female,0,22,1,DSL,61.15,1
Female,0,1,1,No,19.75,0
Female,0,40,1,DSL,64.1,0
Male,0,46,1,No,19.75,0
Male,0,63,1,No,19.7,0
Male,0,68,1,Fiber optic,110.2,0
Male,0,69,1,Fiber optic,106.35,0
Female,0,56,1,Fiber optic,90.55,0
Female,0,10,1,DSL,65.9,0
Male,0,63,1,Fiber optic,104.5,0
Female,0,24,0,DSL,52.5,0
Female,0,19,1,DSL,56.1,0
Male,0,22,1,Fiber optic,88.75,0
Male,0,29,1,Fiber optic,84.45,1
Male,0,13,1,DSL,75.3,1
Female,0,70,1,No,26,0
Female,0,49,1,Fiber optic,99.4,0
Female,1,43,1,Fiber optic,109.55,1
Female,0,3,1,No,19.6,1
Male,0,42,1,DSL,73.15,0
Male,0,57,1,DSL,54.65,0
Male,1,2,1,DSL,66.4,1
Female,0,72,1,Fiber optic,115.55,0
Female,1,46,1,Fiber optic,104.45,0
Male,1,66,1,Fiber optic,100.05,1
Male,0,62,1,Fiber optic,102,1
Female,0,72,1,DSL,91.15,0
Male,0,35,1,Fiber optic,89.7,0
Male,0,17,1,Fiber optic,90.2,1
Female,0,72,1,DSL,92.4,0
Female,0,28,1,No,19.9,0
Male,0,56,1,No,25.15,1
Female,0,31,1,Fiber optic,79.85,1
Male,0,45,1,No,18.85,0
Female,0,1,1,No,25.75,0
Female,0,2,1,DSL,49.6,1
Female,0,6,1,No,20.95,0
Female,0,48,1,Fiber optic,97.05,0
Male,0,25,1,No,25.4,0
Male,0,64,1,No,19.7,0
Male,0,50,0,DSL,35,0
Female,0,52,1,Fiber optic,101.25,0
Male,1,4,1,Fiber optic,70.2,0
Female,1,32,1,Fiber optic,90.95,0
Male,0,45,1,DSL,73.85,0
Male,0,9,1,Fiber optic,88.05,0
Female,1,66,1,Fiber optic,105.95,1
Male,0,3,1,Fiber optic,91.85,1
Female,0,54,1,No,20.1,0
Female,0,1,0,DSL,40.1,1
Female,0,64,1,Fiber optic,110.3,0
Female,1,31,1,Fiber optic,73.9,1
